WAARNEMINGDATUM;HH;NTU_h;Year;Date
2023-09-21;12;24;2023;09-21
2023-09-21;13;24.3333333333333;2023;09-21
2023-09-21;14;23;2023;09-21
2023-09-21;15;23;2023;09-21
2023-09-21;16;22;2023;09-21
2023-09-21;17;20.5;2023;09-21
2023-09-21;18;17.5;2023;09-21
2023-09-21;19;15;2023;09-21
2023-09-21;20;13;2023;09-21
2023-09-21;21;12.75;2023;09-21
2023-09-21;22;12.2;2023;09-21
2023-09-21;23;NA;2023;09-21
2023-09-22;00;12;2023;09-22
2023-09-22;01;15.6666666666667;2023;09-22
2023-09-22;02;17;2023;09-22
2023-09-22;03;NA;2023;09-22
2023-09-22;04;20;2023;09-22
2023-09-22;05;21;2023;09-22
2023-09-22;06;NA;2023;09-22
2023-09-22;07;22;2023;09-22
2023-09-22;08;20;2023;09-22
2023-09-22;09;19.6666666666667;2023;09-22
2023-09-22;10;19;2023;09-22
2023-09-22;11;NA;2023;09-22
2023-09-22;12;15;2023;09-22
2023-09-22;13;NA;2023;09-22
2023-09-22;14;NA;2023;09-22
2023-09-22;15;NA;2023;09-22
2023-09-22;16;18;2023;09-22
2023-09-22;17;16;2023;09-22
2023-09-22;18;16;2023;09-22
2023-09-22;19;14;2023;09-22
2023-09-22;20;13;2023;09-22
2023-09-22;21;13;2023;09-22
2023-09-22;22;NA;2023;09-22
2023-09-22;23;11;2023;09-22
2023-09-23;00;NA;2023;09-23
2023-09-23;01;NA;2023;09-23
2023-09-23;02;10.75;2023;09-23
2023-09-23;03;12;2023;09-23
2023-09-23;04;13.5;2023;09-23
2023-09-23;05;NA;2023;09-23
2023-09-23;06;15.5;2023;09-23
2023-09-23;07;16.5;2023;09-23
2023-09-23;08;16.5;2023;09-23
2023-09-23;09;15.5;2023;09-23
2023-09-23;10;17;2023;09-23
2023-09-23;11;NA;2023;09-23
2023-09-23;12;16;2023;09-23
2023-09-23;13;16.75;2023;09-23
2023-09-23;14;16;2023;09-23
2023-09-23;15;NA;2023;09-23
2023-09-23;16;NA;2023;09-23
2023-09-23;17;14.3333333333333;2023;09-23
2023-09-23;18;15;2023;09-23
2023-09-23;19;13;2023;09-23
2023-09-23;20;13;2023;09-23
2023-09-23;21;11.5;2023;09-23
2023-09-23;22;NA;2023;09-23
2023-09-23;23;12;2023;09-23
2023-09-24;00;13;2023;09-24
2023-09-24;01;12.3333333333333;2023;09-24
2023-09-24;02;14.5;2023;09-24
2023-09-24;03;NA;2023;09-24
2023-09-24;04;15;2023;09-24
2023-09-24;05;16.3333333333333;2023;09-24
2023-09-24;06;16.75;2023;09-24
2023-09-24;07;18;2023;09-24
2023-09-24;08;17;2023;09-24
2023-09-24;09;18;2023;09-24
2023-09-24;10;16.5;2023;09-24
2023-09-24;11;15;2023;09-24
2023-09-24;12;14;2023;09-24
2023-09-24;13;NA;2023;09-24
2023-09-24;14;NA;2023;09-24
2023-09-24;15;11.3333333333333;2023;09-24
2023-09-24;16;10.4;2023;09-24
2023-09-24;17;NA;2023;09-24
2023-09-24;18;NA;2023;09-24
2023-09-24;19;10;2023;09-24
2023-09-24;20;9.5;2023;09-24
2023-09-24;21;10;2023;09-24
2023-09-24;22;NA;2023;09-24
2023-09-24;23;NA;2023;09-24
2023-09-25;00;9;2023;09-25
2023-09-25;01;9;2023;09-25
2023-09-25;02;9;2023;09-25
2023-09-25;03;9;2023;09-25
2023-09-25;04;8.33333333333333;2023;09-25
2023-09-25;05;8;2023;09-25
2023-09-25;06;NA;2023;09-25
2023-09-25;07;NA;2023;09-25
2023-09-25;08;NA;2023;09-25
2023-09-25;09;NA;2023;09-25
2023-09-25;10;NA;2023;09-25
2023-09-25;11;7;2023;09-25
2023-09-25;12;7.66666666666667;2023;09-25
2023-09-25;13;8;2023;09-25
2023-09-25;14;NA;2023;09-25
2023-09-25;15;6;2023;09-25
2023-09-25;16;6;2023;09-25
2023-09-25;17;7.2;2023;09-25
2023-09-25;18;NA;2023;09-25
2023-09-25;19;7;2023;09-25
2023-09-25;20;6;2023;09-25
2023-09-25;21;NA;2023;09-25
2023-09-25;22;NA;2023;09-25
2023-09-25;23;NA;2023;09-25
2023-09-26;00;NA;2023;09-26
2023-09-26;01;NA;2023;09-26
2023-09-26;02;NA;2023;09-26
2023-09-26;03;NA;2023;09-26
2023-09-26;04;NA;2023;09-26
2023-09-26;05;NA;2023;09-26
2023-09-26;06;NA;2023;09-26
2023-09-26;07;NA;2023;09-26
2023-09-26;08;NA;2023;09-26
2023-09-26;09;NA;2023;09-26
2023-09-26;10;NA;2023;09-26
2023-09-26;11;NA;2023;09-26
2023-09-26;12;NA;2023;09-26
2023-09-26;13;6;2023;09-26
2023-09-26;14;NA;2023;09-26
2023-09-26;15;5;2023;09-26
2023-09-26;16;NA;2023;09-26
2023-09-26;17;6;2023;09-26
2023-09-26;18;NA;2023;09-26
2023-09-26;19;5;2023;09-26
2023-09-26;20;5;2023;09-26
2023-09-26;21;NA;2023;09-26
2023-09-26;22;NA;2023;09-26
2023-09-26;23;6.66666666666667;2023;09-26
2023-09-27;00;NA;2023;09-27
2023-09-27;01;NA;2023;09-27
2023-09-27;02;NA;2023;09-27
2023-09-27;03;8.5;2023;09-27
2023-09-27;04;NA;2023;09-27
2023-09-27;05;10;2023;09-27
2023-09-27;06;10.5;2023;09-27
2023-09-27;07;10.5;2023;09-27
2023-09-27;08;NA;2023;09-27
2023-09-27;09;NA;2023;09-27
2023-09-27;10;NA;2023;09-27
2023-09-27;11;NA;2023;09-27
2023-09-27;12;10.5;2023;09-27
2023-09-27;13;10;2023;09-27
2023-09-27;14;9;2023;09-27
2023-09-27;15;NA;2023;09-27
2023-09-27;16;8;2023;09-27
2023-09-27;17;8;2023;09-27
2023-09-27;18;8;2023;09-27
2023-09-27;19;NA;2023;09-27
2023-09-27;20;7;2023;09-27
2023-09-27;21;7;2023;09-27
2023-09-27;22;NA;2023;09-27
2023-09-27;23;NA;2023;09-27
2023-09-28;00;7;2023;09-28
2023-09-28;01;7;2023;09-28
2023-09-28;02;7;2023;09-28
2023-09-28;03;7;2023;09-28
2023-09-28;04;7;2023;09-28
2023-09-28;05;7;2023;09-28
2023-09-28;06;7;2023;09-28
2023-09-28;07;NA;2023;09-28
2023-09-28;08;8;2023;09-28
2023-09-28;09;8;2023;09-28
2023-09-28;10;NA;2023;09-28
2023-09-28;11;9;2023;09-28
2023-09-28;12;9;2023;09-28
2023-09-28;13;11.5;2023;09-28
2023-09-28;14;12.5;2023;09-28
2023-09-28;15;13;2023;09-28
2023-09-28;16;NA;2023;09-28
2023-09-28;17;14;2023;09-28
2023-09-28;18;NA;2023;09-28
2023-09-28;19;13;2023;09-28
2023-09-28;20;11;2023;09-28
2023-09-28;21;10.5;2023;09-28
2023-09-28;22;10;2023;09-28
2023-09-28;23;NA;2023;09-28
2023-09-29;00;9;2023;09-29
2023-09-29;01;NA;2023;09-29
2023-09-29;02;NA;2023;09-29
2023-09-29;03;NA;2023;09-29
2023-09-29;04;NA;2023;09-29
2023-09-29;05;9;2023;09-29
2023-09-29;06;NA;2023;09-29
2023-09-29;07;9;2023;09-29
2023-09-29;08;NA;2023;09-29
2023-09-29;09;NA;2023;09-29
2023-09-29;10;NA;2023;09-29
2023-09-29;11;8;2023;09-29
2023-09-29;12;8;2023;09-29
2023-09-29;13;NA;2023;09-29
2023-09-29;14;8;2023;09-29
2023-09-29;15;NA;2023;09-29
2023-09-29;16;NA;2023;09-29
2023-09-29;17;7;2023;09-29
2023-09-29;18;7;2023;09-29
2023-09-29;19;7;2023;09-29
2023-09-29;20;7;2023;09-29
2023-09-29;21;NA;2023;09-29
2023-09-29;22;NA;2023;09-29
2023-09-29;23;NA;2023;09-29
2023-09-30;00;NA;2023;09-30
2023-09-30;01;NA;2023;09-30
2023-09-30;02;7;2023;09-30
2023-09-30;03;7;2023;09-30
2023-09-30;04;8;2023;09-30
2023-09-30;05;NA;2023;09-30
2023-09-30;06;9;2023;09-30
2023-09-30;07;NA;2023;09-30
2023-09-30;08;10;2023;09-30
2023-09-30;09;10;2023;09-30
2023-09-30;10;NA;2023;09-30
2023-09-30;11;11;2023;09-30
2023-09-30;12;10;2023;09-30
2023-09-30;13;10;2023;09-30
2023-09-30;14;9.25;2023;09-30
2023-09-30;15;9;2023;09-30
2023-09-30;16;NA;2023;09-30
2023-09-30;17;9;2023;09-30
2023-09-30;18;NA;2023;09-30
2023-09-30;19;8;2023;09-30
2023-09-30;20;8;2023;09-30
2023-09-30;21;8;2023;09-30
2023-09-30;22;NA;2023;09-30
2023-09-30;23;NA;2023;09-30
2023-10-01;00;NA;2023;10-01
2023-10-01;01;NA;2023;10-01
2023-10-01;02;7;2023;10-01
2023-10-01;03;7;2023;10-01
2023-10-01;04;7;2023;10-01
2023-10-01;05;7;2023;10-01
2023-10-01;06;7;2023;10-01
2023-10-01;07;7;2023;10-01
2023-10-01;08;7;2023;10-01
2023-10-01;09;NA;2023;10-01
2023-10-01;10;NA;2023;10-01
2023-10-01;11;7;2023;10-01
2023-10-01;12;7;2023;10-01
2023-10-01;13;NA;2023;10-01
2023-10-01;14;7;2023;10-01
2023-10-01;15;NA;2023;10-01
2023-10-01;16;7;2023;10-01
2023-10-01;17;7;2023;10-01
2023-10-01;18;7;2023;10-01
2023-10-01;19;NA;2023;10-01
2023-10-01;20;NA;2023;10-01
2023-10-01;21;7;2023;10-01
2023-10-01;22;7;2023;10-01
2023-10-01;23;NA;2023;10-01
2023-10-02;00;8;2023;10-02
2023-10-02;01;NA;2023;10-02
2023-10-02;02;NA;2023;10-02
2023-10-02;03;7;2023;10-02
2023-10-02;04;NA;2023;10-02
2023-10-02;05;11;2023;10-02
2023-10-02;06;NA;2023;10-02
2023-10-02;07;18;2023;10-02
2023-10-02;08;17.3333333333333;2023;10-02
2023-10-02;09;NA;2023;10-02
2023-10-02;10;NA;2023;10-02
2023-10-02;11;NA;2023;10-02
2023-10-02;12;17;2023;10-02
2023-10-02;13;17.6666666666667;2023;10-02
2023-10-02;14;16;2023;10-02
2023-10-02;15;17.5;2023;10-02
2023-10-02;16;19;2023;10-02
2023-10-02;17;19;2023;10-02
2023-10-02;18;NA;2023;10-02
2023-10-02;19;NA;2023;10-02
2023-10-02;20;NA;2023;10-02
2023-10-02;21;18;2023;10-02
2023-10-02;22;20;2023;10-02
2023-10-02;23;19;2023;10-02
2023-10-03;00;NA;2023;10-03
2023-10-03;01;19;2023;10-03
2023-10-03;02;18;2023;10-03
2023-10-03;03;18;2023;10-03
2023-10-03;04;NA;2023;10-03
2023-10-03;05;18;2023;10-03
2023-10-03;06;17;2023;10-03
2023-10-03;07;16;2023;10-03
2023-10-03;08;16;2023;10-03
2023-10-03;09;16;2023;10-03
2023-10-03;10;17;2023;10-03
2023-10-03;11;NA;2023;10-03
2023-10-03;12;17;2023;10-03
2023-10-03;13;17;2023;10-03
2023-10-03;14;NA;2023;10-03
2023-10-03;15;19.3333333333333;2023;10-03
2023-10-03;16;20;2023;10-03
2023-10-03;17;NA;2023;10-03
2023-10-03;18;20;2023;10-03
2023-10-03;19;NA;2023;10-03
2023-10-03;20;19.5;2023;10-03
2023-10-03;21;NA;2023;10-03
2023-10-03;22;NA;2023;10-03
2023-10-03;23;19;2023;10-03
2023-10-04;00;20;2023;10-04
2023-10-04;01;18;2023;10-04
2023-10-04;02;19;2023;10-04
2023-10-04;03;20;2023;10-04
2023-10-04;04;20;2023;10-04
2023-10-04;05;NA;2023;10-04
2023-10-04;06;19;2023;10-04
2023-10-04;07;18.5;2023;10-04
2023-10-04;08;16.25;2023;10-04
2023-10-04;09;NA;2023;10-04
2023-10-04;10;15;2023;10-04
2023-10-04;11;14;2023;10-04
2023-10-04;12;14.5;2023;10-04
2023-10-04;13;14;2023;10-04
2023-10-04;14;14;2023;10-04
2023-10-04;15;NA;2023;10-04
2023-10-04;16;14.6666666666667;2023;10-04
2023-10-04;17;15;2023;10-04
2023-10-04;18;15;2023;10-04
2023-10-04;19;14;2023;10-04
2023-10-04;20;NA;2023;10-04
2023-10-04;21;15;2023;10-04
2023-10-04;22;NA;2023;10-04
2023-10-04;23;16;2023;10-04
2023-10-05;00;17;2023;10-05
2023-10-05;01;17;2023;10-05
2023-10-05;02;18;2023;10-05
2023-10-05;03;NA;2023;10-05
2023-10-05;04;19;2023;10-05
2023-10-05;05;20;2023;10-05
2023-10-05;06;21;2023;10-05
2023-10-05;07;21;2023;10-05
2023-10-05;08;NA;2023;10-05
2023-10-05;09;NA;2023;10-05
2023-10-05;10;NA;2023;10-05
2023-10-05;11;20;2023;10-05
2023-10-05;12;19;2023;10-05
2023-10-05;13;20.5;2023;10-05
2023-10-05;14;22;2023;10-05
2023-10-05;15;22;2023;10-05
2023-10-05;16;24;2023;10-05
2023-10-05;17;23;2023;10-05
2023-10-05;18;23;2023;10-05
2023-10-05;19;23;2023;10-05
2023-10-05;20;NA;2023;10-05
2023-10-05;21;22.5;2023;10-05
2023-10-05;22;22;2023;10-05
2023-10-05;23;NA;2023;10-05
2023-10-06;00;NA;2023;10-06
2023-10-06;01;22;2023;10-06
2023-10-06;02;23;2023;10-06
2023-10-06;03;22.6666666666667;2023;10-06
2023-10-06;04;NA;2023;10-06
2023-10-06;05;21;2023;10-06
2023-10-06;06;19;2023;10-06
2023-10-06;07;20;2023;10-06
2023-10-06;08;21;2023;10-06
2023-10-06;09;21;2023;10-06
2023-10-06;10;NA;2023;10-06
2023-10-06;11;22.5;2023;10-06
2023-10-06;12;23;2023;10-06
2023-10-06;13;22;2023;10-06
2023-10-06;14;24;2023;10-06
2023-10-06;15;NA;2023;10-06
2023-10-06;16;NA;2023;10-06
2023-10-06;17;NA;2023;10-06
2023-10-06;18;21.3333333333333;2023;10-06
2023-10-06;19;21;2023;10-06
2023-10-06;20;22.25;2023;10-06
2023-10-06;21;23.3333333333333;2023;10-06
2023-10-06;22;NA;2023;10-06
2023-10-06;23;21;2023;10-06
2023-10-07;00;18;2023;10-07
2023-10-07;01;NA;2023;10-07
2023-10-07;02;15.5;2023;10-07
2023-10-07;03;18;2023;10-07
2023-10-07;04;17.3333333333333;2023;10-07
2023-10-07;05;19;2023;10-07
2023-10-07;06;18.5;2023;10-07
2023-10-07;07;18;2023;10-07
2023-10-07;08;17;2023;10-07
2023-10-07;09;16;2023;10-07
2023-10-07;10;14.5;2023;10-07
2023-10-07;11;13;2023;10-07
2023-10-07;12;12.5;2023;10-07
2023-10-07;13;NA;2023;10-07
2023-10-07;14;11.5;2023;10-07
2023-10-07;15;NA;2023;10-07
2023-10-07;16;10.6666666666667;2023;10-07
2023-10-07;17;NA;2023;10-07
2023-10-07;18;10;2023;10-07
2023-10-07;19;NA;2023;10-07
2023-10-07;20;10;2023;10-07
2023-10-07;21;9;2023;10-07
2023-10-07;22;9;2023;10-07
2023-10-07;23;9;2023;10-07
2023-10-08;00;9;2023;10-08
2023-10-08;01;9;2023;10-08
2023-10-08;02;9;2023;10-08
2023-10-08;03;9;2023;10-08
2023-10-08;04;9;2023;10-08
2023-10-08;05;NA;2023;10-08
2023-10-08;06;9;2023;10-08
2023-10-08;07;9;2023;10-08
2023-10-08;08;9;2023;10-08
2023-10-08;09;9;2023;10-08
2023-10-08;10;9;2023;10-08
2023-10-08;11;9;2023;10-08
2023-10-08;12;NA;2023;10-08
2023-10-08;13;NA;2023;10-08
2023-10-08;14;NA;2023;10-08
2023-10-08;15;NA;2023;10-08
2023-10-08;16;NA;2023;10-08
2023-10-08;17;NA;2023;10-08
2023-10-08;18;8;2023;10-08
2023-10-08;19;8;2023;10-08
2023-10-08;20;NA;2023;10-08
2023-10-08;21;8;2023;10-08
2023-10-08;22;8;2023;10-08
2023-10-08;23;NA;2023;10-08
2023-10-09;00;7;2023;10-09
2023-10-09;01;7;2023;10-09
2023-10-09;02;NA;2023;10-09
2023-10-09;03;7;2023;10-09
2023-10-09;04;7;2023;10-09
2023-10-09;05;7;2023;10-09
2023-10-09;06;7;2023;10-09
2023-10-09;07;8;2023;10-09
2023-10-09;08;8;2023;10-09
2023-10-09;09;NA;2023;10-09
2023-10-09;10;9.33333333333333;2023;10-09
2023-10-09;11;10;2023;10-09
2023-10-09;12;NA;2023;10-09
2023-10-09;13;NA;2023;10-09
2023-10-09;14;10;2023;10-09
2023-10-09;15;10;2023;10-09
2023-10-09;16;10;2023;10-09
2023-10-09;17;NA;2023;10-09
2023-10-09;18;NA;2023;10-09
2023-10-09;19;NA;2023;10-09
2023-10-09;20;10;2023;10-09
2023-10-09;21;10;2023;10-09
2023-10-09;22;10;2023;10-09
2023-10-09;23;11;2023;10-09
2023-10-10;00;NA;2023;10-10
2023-10-10;01;14;2023;10-10
2023-10-10;02;NA;2023;10-10
2023-10-10;03;15;2023;10-10
2023-10-10;04;15;2023;10-10
2023-10-10;05;16;2023;10-10
2023-10-10;06;17;2023;10-10
2023-10-10;07;17;2023;10-10
2023-10-10;08;NA;2023;10-10
2023-10-10;09;19;2023;10-10
2023-10-10;10;21;2023;10-10
2023-10-10;11;22;2023;10-10
2023-10-10;12;NA;2023;10-10
2023-10-10;13;22;2023;10-10
2023-10-10;14;24;2023;10-10
2023-10-10;15;23;2023;10-10
2023-10-10;16;NA;2023;10-10
2023-10-10;17;21;2023;10-10
2023-10-10;18;18;2023;10-10
2023-10-10;19;17;2023;10-10
2023-10-10;20;18;2023;10-10
2023-10-10;21;19.5;2023;10-10
2023-10-10;22;NA;2023;10-10
2023-10-10;23;18;2023;10-10
2023-10-11;00;18.5;2023;10-11
2023-10-11;01;19;2023;10-11
2023-10-11;02;18;2023;10-11
2023-10-11;03;16;2023;10-11
2023-10-11;04;NA;2023;10-11
2023-10-11;05;13;2023;10-11
2023-10-11;06;12;2023;10-11
2023-10-11;07;12;2023;10-11
2023-10-11;08;12;2023;10-11
2023-10-11;09;11;2023;10-11
2023-10-11;10;11;2023;10-11
2023-10-11;11;11;2023;10-11
2023-10-11;12;11;2023;10-11
2023-10-11;13;NA;2023;10-11
2023-10-11;14;11;2023;10-11
2023-10-11;15;12.5;2023;10-11
2023-10-11;16;14;2023;10-11
2023-10-11;17;14;2023;10-11
2023-10-11;18;13;2023;10-11
2023-10-11;19;12.25;2023;10-11
2023-10-11;20;NA;2023;10-11
2023-10-11;21;NA;2023;10-11
2023-10-11;22;10;2023;10-11
2023-10-11;23;NA;2023;10-11
2023-10-12;00;11;2023;10-12
2023-10-12;01;12;2023;10-12
2023-10-12;02;NA;2023;10-12
2023-10-12;03;15;2023;10-12
2023-10-12;04;15;2023;10-12
2023-10-12;05;16.5;2023;10-12
2023-10-12;06;NA;2023;10-12
2023-10-12;07;19.5;2023;10-12
2023-10-12;08;NA;2023;10-12
2023-10-12;09;NA;2023;10-12
2023-10-12;10;22;2023;10-12
2023-10-12;11;NA;2023;10-12
2023-10-12;12;NA;2023;10-12
2023-10-12;13;23;2023;10-12
2023-10-12;14;NA;2023;10-12
2023-10-12;15;25;2023;10-12
2023-10-12;16;25.5;2023;10-12
2023-10-12;17;26;2023;10-12
2023-10-12;18;25.5;2023;10-12
2023-10-12;19;26;2023;10-12
2023-10-12;20;25;2023;10-12
2023-10-12;21;NA;2023;10-12
2023-10-12;22;26.5;2023;10-12
2023-10-12;23;23.5;2023;10-12
2023-10-13;00;22;2023;10-13
2023-10-13;01;NA;2023;10-13
2023-10-13;02;NA;2023;10-13
2023-10-13;03;23;2023;10-13
2023-10-13;04;24;2023;10-13
2023-10-13;05;24;2023;10-13
2023-10-13;06;26;2023;10-13
2023-10-13;07;25;2023;10-13
2023-10-13;08;24.5;2023;10-13
2023-10-13;09;25;2023;10-13
2023-10-13;10;23.5;2023;10-13
2023-10-13;11;26.5;2023;10-13
2023-10-13;12;26.3333333333333;2023;10-13
2023-10-13;13;26;2023;10-13
2023-10-13;14;27.5;2023;10-13
2023-10-13;15;27.3333333333333;2023;10-13
2023-10-13;16;NA;2023;10-13
2023-10-13;17;27;2023;10-13
2023-10-13;18;26.5;2023;10-13
2023-10-13;19;25;2023;10-13
2023-10-13;20;25;2023;10-13
2023-10-13;21;22;2023;10-13
2023-10-13;22;22.3333333333333;2023;10-13
2023-10-13;23;23.6666666666667;2023;10-13
2023-10-14;00;24;2023;10-14
2023-10-14;01;25;2023;10-14
2023-10-14;02;24;2023;10-14
2023-10-14;03;19;2023;10-14
2023-10-14;04;NA;2023;10-14
2023-10-14;05;NA;2023;10-14
2023-10-14;06;24;2023;10-14
2023-10-14;07;23;2023;10-14
2023-10-14;08;21;2023;10-14
2023-10-14;09;19.5;2023;10-14
2023-10-14;10;NA;2023;10-14
2023-10-14;11;20;2023;10-14
2023-10-14;12;22;2023;10-14
2023-10-14;13;22;2023;10-14
2023-10-14;14;24;2023;10-14
2023-10-14;15;24.5;2023;10-14
2023-10-14;16;23.5;2023;10-14
2023-10-14;17;23;2023;10-14
2023-10-14;18;21;2023;10-14
2023-10-14;19;21;2023;10-14
2023-10-14;20;20;2023;10-14
2023-10-14;21;19;2023;10-14
2023-10-14;22;NA;2023;10-14
2023-10-14;23;16;2023;10-14
2023-10-15;00;15;2023;10-15
2023-10-15;01;14;2023;10-15
2023-10-15;02;14;2023;10-15
2023-10-15;03;NA;2023;10-15
2023-10-15;04;13;2023;10-15
2023-10-15;05;13;2023;10-15
2023-10-15;06;NA;2023;10-15
2023-10-15;07;12;2023;10-15
2023-10-15;08;NA;2023;10-15
2023-10-15;09;NA;2023;10-15
2023-10-15;10;NA;2023;10-15
2023-10-15;11;10;2023;10-15
2023-10-15;12;10;2023;10-15
2023-10-15;13;NA;2023;10-15
2023-10-15;14;10;2023;10-15
2023-10-15;15;9.6;2023;10-15
2023-10-15;16;10;2023;10-15
2023-10-15;17;NA;2023;10-15
2023-10-15;18;NA;2023;10-15
2023-10-15;19;NA;2023;10-15
2023-10-15;20;NA;2023;10-15
2023-10-15;21;NA;2023;10-15
2023-10-15;22;NA;2023;10-15
2023-10-15;23;8;2023;10-15
2023-10-16;00;8;2023;10-16
2023-10-16;01;8;2023;10-16
2023-10-16;02;8;2023;10-16
2023-10-16;03;NA;2023;10-16
2023-10-16;04;NA;2023;10-16
2023-10-16;05;NA;2023;10-16
2023-10-16;06;NA;2023;10-16
2023-10-16;07;NA;2023;10-16
2023-10-16;08;8;2023;10-16
2023-10-16;09;9;2023;10-16
2023-10-16;10;10;2023;10-16
2023-10-16;11;12;2023;10-16
2023-10-16;12;13;2023;10-16
2023-10-16;13;14;2023;10-16
2023-10-16;14;15;2023;10-16
2023-10-16;15;NA;2023;10-16
2023-10-16;16;15;2023;10-16
2023-10-16;17;NA;2023;10-16
2023-10-16;18;17;2023;10-16
2023-10-16;19;NA;2023;10-16
2023-10-16;20;18;2023;10-16
2023-10-16;21;NA;2023;10-16
2023-10-16;22;NA;2023;10-16
2023-10-16;23;19;2023;10-16
2023-10-17;00;19;2023;10-17
2023-10-17;01;19;2023;10-17
2023-10-17;02;NA;2023;10-17
2023-10-17;03;NA;2023;10-17
2023-10-17;04;NA;2023;10-17
2023-10-17;05;21.1666666666667;2023;10-17
2023-10-17;06;22;2023;10-17
2023-10-17;07;23;2023;10-17
2023-10-17;08;22;2023;10-17
2023-10-17;09;23;2023;10-17
2023-10-17;10;24;2023;10-17
2023-10-17;11;NA;2023;10-17
2023-10-17;12;26;2023;10-17
2023-10-17;13;25;2023;10-17
2023-10-17;14;25.6666666666667;2023;10-17
2023-10-17;15;26;2023;10-17
2023-10-17;16;27;2023;10-17
2023-10-17;17;NA;2023;10-17
2023-10-17;18;28.6666666666667;2023;10-17
2023-10-17;19;28;2023;10-17
2023-10-17;20;NA;2023;10-17
2023-10-17;21;26;2023;10-17
2023-10-17;22;NA;2023;10-17
2023-10-17;23;25;2023;10-17
2023-10-18;00;26;2023;10-18
2023-10-18;01;25;2023;10-18
2023-10-18;02;24;2023;10-18
2023-10-18;03;23;2023;10-18
2023-10-18;04;NA;2023;10-18
2023-10-18;05;17;2023;10-18
2023-10-18;06;14.6666666666667;2023;10-18
2023-10-18;07;13;2023;10-18
2023-10-18;08;NA;2023;10-18
2023-10-18;09;12;2023;10-18
2023-10-18;10;NA;2023;10-18
2023-10-18;11;11;2023;10-18
2023-10-18;12;11;2023;10-18
2023-10-18;13;NA;2023;10-18
2023-10-18;14;10;2023;10-18
2023-10-18;15;NA;2023;10-18
2023-10-18;16;NA;2023;10-18
2023-10-18;17;9;2023;10-18
2023-10-18;18;9;2023;10-18
2023-10-18;19;9;2023;10-18
2023-10-18;20;NA;2023;10-18
2023-10-18;21;NA;2023;10-18
2023-10-18;22;9;2023;10-18
2023-10-18;23;NA;2023;10-18
2023-10-19;00;16;2023;10-19
2023-10-19;01;20;2023;10-19
2023-10-19;02;NA;2023;10-19
2023-10-19;03;25;2023;10-19
2023-10-19;04;28;2023;10-19
2023-10-19;05;29;2023;10-19
2023-10-19;06;29.5;2023;10-19
2023-10-19;07;30;2023;10-19
2023-10-19;08;31.5;2023;10-19
2023-10-19;09;32;2023;10-19
2023-10-19;10;33.25;2023;10-19
2023-10-19;11;34.5;2023;10-19
2023-10-19;12;NA;2023;10-19
2023-10-19;13;36;2023;10-19
2023-10-19;14;35;2023;10-19
2023-10-19;15;NA;2023;10-19
2023-10-19;16;25;2023;10-19
2023-10-19;17;24;2023;10-19
2023-10-19;18;23;2023;10-19
2023-10-19;19;NA;2023;10-19
2023-10-19;20;21;2023;10-19
2023-10-19;21;17;2023;10-19
2023-10-19;22;NA;2023;10-19
2023-10-19;23;NA;2023;10-19
2023-10-20;00;NA;2023;10-20
2023-10-20;01;17;2023;10-20
2023-10-20;02;NA;2023;10-20
2023-10-20;03;14.6666666666667;2023;10-20
2023-10-20;04;14;2023;10-20
2023-10-20;05;13;2023;10-20
2023-10-20;06;13;2023;10-20
2023-10-20;07;13;2023;10-20
2023-10-20;08;14;2023;10-20
2023-10-20;09;NA;2023;10-20
2023-10-20;10;16;2023;10-20
2023-10-20;11;NA;2023;10-20
2023-10-20;12;18;2023;10-20
2023-10-20;13;19;2023;10-20
2023-10-20;14;NA;2023;10-20
2023-10-20;15;19;2023;10-20
2023-10-20;16;20;2023;10-20
2023-10-20;17;20.25;2023;10-20
2023-10-20;18;22;2023;10-20
2023-10-20;19;21;2023;10-20
2023-10-20;20;21;2023;10-20
2023-10-20;21;21;2023;10-20
2023-10-20;22;20;2023;10-20
2023-10-20;23;21;2023;10-20
2023-10-21;00;22;2023;10-21
2023-10-21;01;NA;2023;10-21
2023-10-21;02;21.6666666666667;2023;10-21
2023-10-21;03;22;2023;10-21
2023-10-21;04;NA;2023;10-21
2023-10-21;05;NA;2023;10-21
2023-10-21;06;21;2023;10-21
2023-10-21;07;18;2023;10-21
2023-10-21;08;17;2023;10-21
2023-10-21;09;NA;2023;10-21
2023-10-21;10;NA;2023;10-21
2023-10-21;11;16.75;2023;10-21
2023-10-21;12;16;2023;10-21
2023-10-21;13;16;2023;10-21
2023-10-21;14;15;2023;10-21
2023-10-21;15;NA;2023;10-21
2023-10-21;16;13;2023;10-21
2023-10-21;17;NA;2023;10-21
2023-10-21;18;12;2023;10-21
2023-10-21;19;11;2023;10-21
2023-10-21;20;11;2023;10-21
2023-10-21;21;NA;2023;10-21
2023-10-21;22;NA;2023;10-21
2023-10-21;23;10;2023;10-21
2023-10-22;00;10;2023;10-22
2023-10-22;01;10;2023;10-22
2023-10-22;02;NA;2023;10-22
2023-10-22;03;NA;2023;10-22
2023-10-22;04;NA;2023;10-22
2023-10-22;05;NA;2023;10-22
2023-10-22;06;9;2023;10-22
2023-10-22;07;9;2023;10-22
2023-10-22;08;9;2023;10-22
2023-10-22;09;NA;2023;10-22
2023-10-22;10;NA;2023;10-22
2023-10-22;11;NA;2023;10-22
2023-10-22;12;NA;2023;10-22
